"condition","red","green","blue","redness_dichotom","redness_rating","File","gender","age","student","psycho","saturation"
"unidirectional",158,106,98,0,15,"001_stevens.dat","w",20,1,1,35
"unidirectional",255,23,45,1,25,"001_stevens.dat","w",20,1,1,85
"unidirectional",146,109,103,0,18,"001_stevens.dat","w",20,1,1,25
"unidirectional",136,113,108,0,25,"001_stevens.dat","w",20,1,1,15
"unidirectional",158,106,98,0,14,"001_stevens.dat","w",20,1,1,35
"unidirectional",219,71,65,1,22,"001_stevens.dat","w",20,1,1,75
"unidirectional",255,23,45,1,30,"001_stevens.dat","w",20,1,1,85
"unidirectional",169,101,93,0,11,"001_stevens.dat","w",20,1,1,45
"unidirectional",169,101,93,0,11,"001_stevens.dat","w",20,1,1,45
"unidirectional",255,23,45,1,25,"001_stevens.dat","w",20,1,1,85
"unidirectional",158,106,98,0,14,"001_stevens.dat","w",20,1,1,35
"unidirectional",146,109,103,0,17,"001_stevens.dat","w",20,1,1,25
"unidirectional",219,71,65,1,18,"001_stevens.dat","w",20,1,1,75
"unidirectional",136,113,108,0,25,"001_stevens.dat","w",20,1,1,15
"unidirectional",255,23,45,1,23,"001_stevens.dat","w",20,1,1,85
"unidirectional",181,95,85,1,13,"001_stevens.dat","w",20,1,1,55
"unidirectional",158,106,98,0,12,"001_stevens.dat","w",20,1,1,35
"unidirectional",136,113,108,0,24,"001_stevens.dat","w",20,1,1,15
"unidirectional",197,86,77,1,16,"001_stevens.dat","w",20,1,1,65
"unidirectional",181,95,85,1,12,"001_stevens.dat","w",20,1,1,55
"unidirectional",169,101,93,0,11,"001_stevens.dat","w",20,1,1,45
"unidirectional",197,86,77,1,15,"001_stevens.dat","w",20,1,1,65
"unidirectional",169,101,93,0,11,"001_stevens.dat","w",20,1,1,45
"unidirectional",255,23,45,1,25,"001_stevens.dat","w",20,1,1,85
"unidirectional",146,109,103,0,20,"001_stevens.dat","w",20,1,1,25
"unidirectional",219,71,65,1,18,"001_stevens.dat","w",20,1,1,75
"unidirectional",197,86,77,1,17,"001_stevens.dat","w",20,1,1,65
"unidirectional",197,86,77,1,17,"001_stevens.dat","w",20,1,1,65
"unidirectional",197,86,77,1,16,"001_stevens.dat","w",20,1,1,65
"unidirectional",169,101,93,0,11,"001_stevens.dat","w",20,1,1,45
"unidirectional",181,95,85,1,13,"001_stevens.dat","w",20,1,1,55
"unidirectional",219,71,65,1,17,"001_stevens.dat","w",20,1,1,75
"unidirectional",181,95,85,1,12,"001_stevens.dat","w",20,1,1,55
"unidirectional",136,113,108,0,28,"001_stevens.dat","w",20,1,1,15
"unidirectional",146,109,103,0,21,"001_stevens.dat","w",20,1,1,25
"unidirectional",136,113,108,0,26,"001_stevens.dat","w",20,1,1,15
"unidirectional",158,106,98,0,14,"001_stevens.dat","w",20,1,1,35
"unidirectional",181,95,85,1,12,"001_stevens.dat","w",20,1,1,55
"unidirectional",146,109,103,0,15,"001_stevens.dat","w",20,1,1,25
"unidirectional",219,71,65,1,18,"001_stevens.dat","w",20,1,1,75
"standard",158,106,98,-999,8,"002_stevens.dat","m",19,1,0,35
"standard",136,113,108,-999,3.5,"002_stevens.dat","m",19,1,0,15
"standard",219,71,65,-999,18,"002_stevens.dat","m",19,1,0,75
"standard",136,113,108,-999,3.5,"002_stevens.dat","m",19,1,0,15
"standard",219,71,65,-999,20,"002_stevens.dat","m",19,1,0,75
"standard",169,101,93,-999,9,"002_stevens.dat","m",19,1,0,45
"standard",255,23,45,-999,50,"002_stevens.dat","m",19,1,0,85
"standard",158,106,98,-999,8,"002_stevens.dat","m",19,1,0,35
"standard",197,86,77,-999,15,"002_stevens.dat","m",19,1,0,65
"standard",197,86,77,-999,14,"002_stevens.dat","m",19,1,0,65
"standard",219,71,65,-999,17,"002_stevens.dat","m",19,1,0,75
"standard",146,109,103,-999,3,"002_stevens.dat","m",19,1,0,25
"standard",197,86,77,-999,15,"002_stevens.dat","m",19,1,0,65
"standard",158,106,98,-999,7.5,"002_stevens.dat","m",19,1,0,35
"standard",146,109,103,-999,4,"002_stevens.dat","m",19,1,0,25
"standard",169,101,93,-999,9,"002_stevens.dat","m",19,1,0,45
"standard",146,109,103,-999,4,"002_stevens.dat","m",19,1,0,25
"standard",181,95,85,-999,12,"002_stevens.dat","m",19,1,0,55
"standard",169,101,93,-999,9,"002_stevens.dat","m",19,1,0,45
"standard",181,95,85,-999,12,"002_stevens.dat","m",19,1,0,55
"standard",197,86,77,-999,15,"002_stevens.dat","m",19,1,0,65
"standard",255,23,45,-999,50,"002_stevens.dat","m",19,1,0,85
"standard",255,23,45,-999,50,"002_stevens.dat","m",19,1,0,85
"standard",169,101,93,-999,9,"002_stevens.dat","m",19,1,0,45
"standard",169,101,93,-999,9,"002_stevens.dat","m",19,1,0,45
"standard",146,109,103,-999,1,"002_stevens.dat","m",19,1,0,25
"standard",255,23,45,-999,30,"002_stevens.dat","m",19,1,0,85
"standard",255,23,45,-999,40,"002_stevens.dat","m",19,1,0,85
"standard",197,86,77,-999,18,"002_stevens.dat","m",19,1,0,65
"standard",181,95,85,-999,11,"002_stevens.dat","m",19,1,0,55
"standard",136,113,108,-999,0.5,"002_stevens.dat","m",19,1,0,15
"standard",158,106,98,-999,5,"002_stevens.dat","m",19,1,0,35
"standard",181,95,85,-999,13,"002_stevens.dat","m",19,1,0,55
"standard",219,71,65,-999,25,"002_stevens.dat","m",19,1,0,75
"standard",136,113,108,-999,1,"002_stevens.dat","m",19,1,0,15
"standard",146,109,103,-999,2,"002_stevens.dat","m",19,1,0,25
"standard",219,71,65,-999,25,"002_stevens.dat","m",19,1,0,75
"standard",181,95,85,-999,15,"002_stevens.dat","m",19,1,0,55
"standard",158,106,98,-999,5,"002_stevens.dat","m",19,1,0,35
"standard",136,113,108,-999,1,"002_stevens.dat","m",19,1,0,15
"unidirectional",255,23,45,1,30,"003_stevens.dat","w",18,1,0,85
"unidirectional",136,113,108,0,30,"003_stevens.dat","w",18,1,0,15
"unidirectional",181,95,85,1,15,"003_stevens.dat","w",18,1,0,55
"unidirectional",197,86,77,1,20,"003_stevens.dat","w",18,1,0,65
"unidirectional",146,109,103,0,15,"003_stevens.dat","w",18,1,0,25
"unidirectional",146,109,103,0,20,"003_stevens.dat","w",18,1,0,25
"unidirectional",197,86,77,1,20,"003_stevens.dat","w",18,1,0,65
"unidirectional",255,23,45,1,30,"003_stevens.dat","w",18,1,0,85
"unidirectional",197,86,77,1,15,"003_stevens.dat","w",18,1,0,65
"unidirectional",181,95,85,1,15,"003_stevens.dat","w",18,1,0,55
"unidirectional",146,109,103,0,15,"003_stevens.dat","w",18,1,0,25
"unidirectional",169,101,93,0,11,"003_stevens.dat","w",18,1,0,45
"unidirectional",158,106,98,0,15,"003_stevens.dat","w",18,1,0,35
"unidirectional",169,101,93,0,11,"003_stevens.dat","w",18,1,0,45
"unidirectional",169,101,93,0,11,"003_stevens.dat","w",18,1,0,45
"unidirectional",158,106,98,0,13,"003_stevens.dat","w",18,1,0,35
"unidirectional",197,86,77,1,15,"003_stevens.dat","w",18,1,0,65
"unidirectional",255,23,45,1,25,"003_stevens.dat","w",18,1,0,85
"unidirectional",219,71,65,1,15,"003_stevens.dat","w",18,1,0,75
"unidirectional",181,95,85,1,11,"003_stevens.dat","w",18,1,0,55
"unidirectional",181,95,85,1,11,"003_stevens.dat","w",18,1,0,55
"unidirectional",169,101,93,0,11,"003_stevens.dat","w",18,1,0,45
"unidirectional",146,109,103,0,15,"003_stevens.dat","w",18,1,0,25
"unidirectional",255,23,45,1,20,"003_stevens.dat","w",18,1,0,85
"unidirectional",181,95,85,1,15,"003_stevens.dat","w",18,1,0,55
"unidirectional",219,71,65,1,15,"003_stevens.dat","w",18,1,0,75
"unidirectional",158,106,98,0,11,"003_stevens.dat","w",18,1,0,35
"unidirectional",219,71,65,1,15,"003_stevens.dat","w",18,1,0,75
"unidirectional",219,71,65,1,20,"003_stevens.dat","w",18,1,0,75
"unidirectional",146,109,103,0,20,"003_stevens.dat","w",18,1,0,25
"unidirectional",136,113,108,0,20,"003_stevens.dat","w",18,1,0,15
"unidirectional",158,106,98,0,15,"003_stevens.dat","w",18,1,0,35
"unidirectional",255,23,45,1,20,"003_stevens.dat","w",18,1,0,85
"unidirectional",169,101,93,0,11,"003_stevens.dat","w",18,1,0,45
"unidirectional",136,113,108,0,20,"003_stevens.dat","w",18,1,0,15
"unidirectional",158,106,98,0,15,"003_stevens.dat","w",18,1,0,35
"unidirectional",136,113,108,0,20,"003_stevens.dat","w",18,1,0,15
"unidirectional",136,113,108,0,20,"003_stevens.dat","w",18,1,0,15
"unidirectional",197,86,77,1,15,"003_stevens.dat","w",18,1,0,65
"unidirectional",219,71,65,1,20,"003_stevens.dat","w",18,1,0,75
"standard",255,23,45,-999,20,"004_stevens.dat","w",20,1,0,85
"standard",169,101,93,-999,0,"004_stevens.dat","w",20,1,0,45
"standard",197,86,77,-999,12,"004_stevens.dat","w",20,1,0,65
"standard",197,86,77,-999,12,"004_stevens.dat","w",20,1,0,65
"standard",255,23,45,-999,30,"004_stevens.dat","w",20,1,0,85
"standard",219,71,65,-999,20,"004_stevens.dat","w",20,1,0,75
"standard",146,109,103,-999,1,"004_stevens.dat","w",20,1,0,25
"standard",197,86,77,-999,20,"004_stevens.dat","w",20,1,0,65
"standard",197,86,77,-999,20,"004_stevens.dat","w",20,1,0,65
"standard",219,71,65,-999,30,"004_stevens.dat","w",20,1,0,75
"standard",136,113,108,-999,0,"004_stevens.dat","w",20,1,0,15
"standard",136,113,108,-999,0,"004_stevens.dat","w",20,1,0,15
"standard",136,113,108,-999,0,"004_stevens.dat","w",20,1,0,15
"standard",136,113,108,-999,0,"004_stevens.dat","w",20,1,0,15
"standard",255,23,45,-999,30,"004_stevens.dat","w",20,1,0,85
"standard",158,106,98,-999,10,"004_stevens.dat","w",20,1,0,35
"standard",169,101,93,-999,10,"004_stevens.dat","w",20,1,0,45
"standard",169,101,93,-999,10,"004_stevens.dat","w",20,1,0,45
"standard",169,101,93,-999,10,"004_stevens.dat","w",20,1,0,45
"standard",146,109,103,-999,7,"004_stevens.dat","w",20,1,0,25
"standard",158,106,98,-999,4,"004_stevens.dat","w",20,1,0,35
"standard",255,23,45,-999,30,"004_stevens.dat","w",20,1,0,85
"standard",146,109,103,-999,0,"004_stevens.dat","w",20,1,0,25
"standard",181,95,85,-999,10,"004_stevens.dat","w",20,1,0,55
"standard",169,101,93,-999,10,"004_stevens.dat","w",20,1,0,45
"standard",181,95,85,-999,10,"004_stevens.dat","w",20,1,0,55
"standard",255,23,45,-999,30,"004_stevens.dat","w",20,1,0,85
"standard",146,109,103,-999,0,"004_stevens.dat","w",20,1,0,25
"standard",158,106,98,-999,4,"004_stevens.dat","w",20,1,0,35
"standard",158,106,98,-999,4,"004_stevens.dat","w",20,1,0,35
"standard",181,95,85,-999,10,"004_stevens.dat","w",20,1,0,55
"standard",146,109,103,-999,3,"004_stevens.dat","w",20,1,0,25
"standard",219,71,65,-999,20,"004_stevens.dat","w",20,1,0,75
"standard",197,86,77,-999,10,"004_stevens.dat","w",20,1,0,65
"standard",136,113,108,-999,5,"004_stevens.dat","w",20,1,0,15
"standard",158,106,98,-999,4,"004_stevens.dat","w",20,1,0,35
"standard",181,95,85,-999,10,"004_stevens.dat","w",20,1,0,55
"standard",219,71,65,-999,20,"004_stevens.dat","w",20,1,0,75
"standard",181,95,85,-999,10,"004_stevens.dat","w",20,1,0,55
"standard",219,71,65,-999,20,"004_stevens.dat","w",20,1,0,75
"standard",169,101,93,-999,8,"006_stevens.dat","w",19,1,1,45
"standard",158,106,98,-999,7,"006_stevens.dat","w",19,1,1,35
"standard",146,109,103,-999,4,"006_stevens.dat","w",19,1,1,25
"standard",181,95,85,-999,12,"006_stevens.dat","w",19,1,1,55
"standard",197,86,77,-999,13,"006_stevens.dat","w",19,1,1,65
"standard",219,71,65,-999,16,"006_stevens.dat","w",19,1,1,75
"standard",181,95,85,-999,11,"006_stevens.dat","w",19,1,1,55
"standard",255,23,45,-999,50,"006_stevens.dat","w",19,1,1,85
"standard",255,23,45,-999,50,"006_stevens.dat","w",19,1,1,85
"standard",136,113,108,-999,0,"006_stevens.dat","w",19,1,1,15
"standard",136,113,108,-999,0,"006_stevens.dat","w",19,1,1,15
"standard",146,109,103,-999,3,"006_stevens.dat","w",19,1,1,25
"standard",197,86,77,-999,14,"006_stevens.dat","w",19,1,1,65
"standard",181,95,85,-999,12,"006_stevens.dat","w",19,1,1,55
"standard",181,95,85,-999,12,"006_stevens.dat","w",19,1,1,55
"standard",146,109,103,-999,1,"006_stevens.dat","w",19,1,1,25
"standard",146,109,103,-999,2,"006_stevens.dat","w",19,1,1,25
"standard",169,101,93,-999,10,"006_stevens.dat","w",19,1,1,45
"standard",219,71,65,-999,20,"006_stevens.dat","w",19,1,1,75
"standard",255,23,45,-999,50,"006_stevens.dat","w",19,1,1,85
"standard",255,23,45,-999,50,"006_stevens.dat","w",19,1,1,85
"standard",158,106,98,-999,7,"006_stevens.dat","w",19,1,1,35
"standard",169,101,93,-999,10,"006_stevens.dat","w",19,1,1,45
"standard",219,71,65,-999,16,"006_stevens.dat","w",19,1,1,75
"standard",146,109,103,-999,0,"006_stevens.dat","w",19,1,1,25
"standard",219,71,65,-999,14,"006_stevens.dat","w",19,1,1,75
"standard",169,101,93,-999,10,"006_stevens.dat","w",19,1,1,45
"standard",158,106,98,-999,10,"006_stevens.dat","w",19,1,1,35
"standard",197,86,77,-999,14,"006_stevens.dat","w",19,1,1,65
"standard",197,86,77,-999,13,"006_stevens.dat","w",19,1,1,65
"standard",255,23,45,-999,30,"006_stevens.dat","w",19,1,1,85
"standard",219,71,65,-999,20,"006_stevens.dat","w",19,1,1,75
"standard",181,95,85,-999,10,"006_stevens.dat","w",19,1,1,55
"standard",197,86,77,-999,13,"006_stevens.dat","w",19,1,1,65
"standard",158,106,98,-999,7,"006_stevens.dat","w",19,1,1,35
"standard",158,106,98,-999,6,"006_stevens.dat","w",19,1,1,35
"standard",136,113,108,-999,0,"006_stevens.dat","w",19,1,1,15
"standard",169,101,93,-999,6,"006_stevens.dat","w",19,1,1,45
"standard",136,113,108,-999,0,"006_stevens.dat","w",19,1,1,15
"standard",136,113,108,-999,0,"006_stevens.dat","w",19,1,1,15
"unidirectional",146,109,103,0,11,"007_stevens.dat","w",21,1,1,25
"unidirectional",219,71,65,1,14,"007_stevens.dat","w",21,1,1,75
"unidirectional",136,113,108,0,17,"007_stevens.dat","w",21,1,1,15
"unidirectional",146,109,103,0,17,"007_stevens.dat","w",21,1,1,25
"unidirectional",219,71,65,1,15,"007_stevens.dat","w",21,1,1,75
"unidirectional",158,106,98,0,11,"007_stevens.dat","w",21,1,1,35
"unidirectional",158,106,98,0,11,"007_stevens.dat","w",21,1,1,35
"unidirectional",181,95,85,1,11,"007_stevens.dat","w",21,1,1,55
"unidirectional",219,71,65,1,15,"007_stevens.dat","w",21,1,1,75
"unidirectional",169,101,93,0,11,"007_stevens.dat","w",21,1,1,45
"unidirectional",169,101,93,0,11,"007_stevens.dat","w",21,1,1,45
"unidirectional",136,113,108,0,15,"007_stevens.dat","w",21,1,1,15
"unidirectional",197,86,77,1,12,"007_stevens.dat","w",21,1,1,65
"unidirectional",255,23,45,1,20,"007_stevens.dat","w",21,1,1,85
"unidirectional",136,113,108,0,14,"007_stevens.dat","w",21,1,1,15
"unidirectional",158,106,98,0,11,"007_stevens.dat","w",21,1,1,35
"unidirectional",197,86,77,1,13,"007_stevens.dat","w",21,1,1,65
"unidirectional",219,71,65,1,15,"007_stevens.dat","w",21,1,1,75
"unidirectional",255,23,45,1,30,"007_stevens.dat","w",21,1,1,85
"unidirectional",136,113,108,0,14,"007_stevens.dat","w",21,1,1,15
"unidirectional",146,109,103,0,13,"007_stevens.dat","w",21,1,1,25
"unidirectional",146,109,103,0,12,"007_stevens.dat","w",21,1,1,25
"unidirectional",181,95,85,1,11,"007_stevens.dat","w",21,1,1,55
"unidirectional",158,106,98,0,12,"007_stevens.dat","w",21,1,1,35
"unidirectional",219,71,65,1,14,"007_stevens.dat","w",21,1,1,75
"unidirectional",197,86,77,1,12,"007_stevens.dat","w",21,1,1,65
"unidirectional",158,106,98,0,13,"007_stevens.dat","w",21,1,1,35
"unidirectional",181,95,85,1,11,"007_stevens.dat","w",21,1,1,55
"unidirectional",169,101,93,0,12,"007_stevens.dat","w",21,1,1,45
"unidirectional",181,95,85,1,11,"007_stevens.dat","w",21,1,1,55
"unidirectional",255,23,45,1,25,"007_stevens.dat","w",21,1,1,85
"unidirectional",197,86,77,1,13,"007_stevens.dat","w",21,1,1,65
"unidirectional",146,109,103,0,14,"007_stevens.dat","w",21,1,1,25
"unidirectional",255,23,45,1,15,"007_stevens.dat","w",21,1,1,85
"unidirectional",169,101,93,0,11,"007_stevens.dat","w",21,1,1,45
"unidirectional",255,23,45,1,15,"007_stevens.dat","w",21,1,1,85
"unidirectional",197,86,77,1,13,"007_stevens.dat","w",21,1,1,65
"unidirectional",136,113,108,0,13,"007_stevens.dat","w",21,1,1,15
"unidirectional",181,95,85,1,11,"007_stevens.dat","w",21,1,1,55
"unidirectional",169,101,93,0,11,"007_stevens.dat","w",21,1,1,45
"standard",255,23,45,-999,25,"008_stevens.dat","w",18,1,1,85
"standard",219,71,65,-999,20,"008_stevens.dat","w",18,1,1,75
"standard",136,113,108,-999,4,"008_stevens.dat","w",18,1,1,15
"standard",158,106,98,-999,8,"008_stevens.dat","w",18,1,1,35
"standard",197,86,77,-999,15,"008_stevens.dat","w",18,1,1,65
"standard",197,86,77,-999,14,"008_stevens.dat","w",18,1,1,65
"standard",146,109,103,-999,6,"008_stevens.dat","w",18,1,1,25
"standard",146,109,103,-999,7,"008_stevens.dat","w",18,1,1,25
"standard",136,113,108,-999,3,"008_stevens.dat","w",18,1,1,15
"standard",158,106,98,-999,7,"008_stevens.dat","w",18,1,1,35
"standard",197,86,77,-999,18,"008_stevens.dat","w",18,1,1,65
"standard",197,86,77,-999,19,"008_stevens.dat","w",18,1,1,65
"standard",169,101,93,-999,9,"008_stevens.dat","w",18,1,1,45
"standard",219,71,65,-999,40,"008_stevens.dat","w",18,1,1,75
"standard",169,101,93,-999,9,"008_stevens.dat","w",18,1,1,45
"standard",146,109,103,-999,3,"008_stevens.dat","w",18,1,1,25
"standard",181,95,85,-999,11,"008_stevens.dat","w",18,1,1,55
"standard",255,23,45,-999,70,"008_stevens.dat","w",18,1,1,85
"standard",181,95,85,-999,14,"008_stevens.dat","w",18,1,1,55
"standard",181,95,85,-999,12,"008_stevens.dat","w",18,1,1,55
"standard",219,71,65,-999,30,"008_stevens.dat","w",18,1,1,75
"standard",146,109,103,-999,3,"008_stevens.dat","w",18,1,1,25
"standard",136,113,108,-999,1,"008_stevens.dat","w",18,1,1,15
"standard",181,95,85,-999,12,"008_stevens.dat","w",18,1,1,55
"standard",158,106,98,-999,7,"008_stevens.dat","w",18,1,1,35
"standard",136,113,108,-999,1,"008_stevens.dat","w",18,1,1,15
"standard",169,101,93,-999,9,"008_stevens.dat","w",18,1,1,45
"standard",158,106,98,-999,6,"008_stevens.dat","w",18,1,1,35
"standard",181,95,85,-999,14,"008_stevens.dat","w",18,1,1,55
"standard",255,23,45,-999,50,"008_stevens.dat","w",18,1,1,85
"standard",255,23,45,-999,55,"008_stevens.dat","w",18,1,1,85
"standard",169,101,93,-999,9,"008_stevens.dat","w",18,1,1,45
"standard",219,71,65,-999,18,"008_stevens.dat","w",18,1,1,75
"standard",255,23,45,-999,40,"008_stevens.dat","w",18,1,1,85
"standard",136,113,108,-999,1,"008_stevens.dat","w",18,1,1,15
"standard",146,109,103,-999,3,"008_stevens.dat","w",18,1,1,25
"standard",219,71,65,-999,24,"008_stevens.dat","w",18,1,1,75
"standard",158,106,98,-999,7,"008_stevens.dat","w",18,1,1,35
"standard",169,101,93,-999,9,"008_stevens.dat","w",18,1,1,45
"standard",197,86,77,-999,15,"008_stevens.dat","w",18,1,1,65
"unidirectional",136,113,108,0,25,"009_stevens.dat","w",20,1,1,15
"unidirectional",181,95,85,1,15,"009_stevens.dat","w",20,1,1,55
"unidirectional",255,23,45,1,40,"009_stevens.dat","w",20,1,1,85
"unidirectional",136,113,108,0,40,"009_stevens.dat","w",20,1,1,15
"unidirectional",219,71,65,1,20,"009_stevens.dat","w",20,1,1,75
"unidirectional",169,101,93,0,12,"009_stevens.dat","w",20,1,1,45
"unidirectional",146,109,103,0,18,"009_stevens.dat","w",20,1,1,25
"unidirectional",169,101,93,0,12,"009_stevens.dat","w",20,1,1,45
"unidirectional",219,71,65,1,20,"009_stevens.dat","w",20,1,1,75
"unidirectional",146,109,103,0,15,"009_stevens.dat","w",20,1,1,25
"unidirectional",255,23,45,1,40,"009_stevens.dat","w",20,1,1,85
"unidirectional",197,86,77,1,15,"009_stevens.dat","w",20,1,1,65
"unidirectional",197,86,77,1,15,"009_stevens.dat","w",20,1,1,65
"unidirectional",169,101,93,0,12,"009_stevens.dat","w",20,1,1,45
"unidirectional",136,113,108,0,40,"009_stevens.dat","w",20,1,1,15
"unidirectional",169,101,93,0,15,"009_stevens.dat","w",20,1,1,45
"unidirectional",219,71,65,1,25,"009_stevens.dat","w",20,1,1,75
"unidirectional",181,95,85,1,12,"009_stevens.dat","w",20,1,1,55
"unidirectional",255,23,45,1,40,"009_stevens.dat","w",20,1,1,85
"unidirectional",158,106,98,0,18,"009_stevens.dat","w",20,1,1,35
"unidirectional",181,95,85,1,12,"009_stevens.dat","w",20,1,1,55
"unidirectional",158,106,98,0,15,"009_stevens.dat","w",20,1,1,35
"unidirectional",136,113,108,0,30,"009_stevens.dat","w",20,1,1,15
"unidirectional",158,106,98,0,15,"009_stevens.dat","w",20,1,1,35
"unidirectional",197,86,77,1,25,"009_stevens.dat","w",20,1,1,65
"unidirectional",219,71,65,1,30,"009_stevens.dat","w",20,1,1,75
"unidirectional",197,86,77,1,20,"009_stevens.dat","w",20,1,1,65
"unidirectional",136,113,108,0,30,"009_stevens.dat","w",20,1,1,15
"unidirectional",158,106,98,0,15,"009_stevens.dat","w",20,1,1,35
"unidirectional",146,109,103,0,15,"009_stevens.dat","w",20,1,1,25
"unidirectional",169,101,93,0,12,"009_stevens.dat","w",20,1,1,45
"unidirectional",181,95,85,1,12,"009_stevens.dat","w",20,1,1,55
"unidirectional",181,95,85,1,12,"009_stevens.dat","w",20,1,1,55
"unidirectional",197,86,77,1,25,"009_stevens.dat","w",20,1,1,65
"unidirectional",146,109,103,0,20,"009_stevens.dat","w",20,1,1,25
"unidirectional",219,71,65,1,30,"009_stevens.dat","w",20,1,1,75
"unidirectional",255,23,45,1,40,"009_stevens.dat","w",20,1,1,85
"unidirectional",158,106,98,0,15,"009_stevens.dat","w",20,1,1,35
"unidirectional",146,109,103,0,12,"009_stevens.dat","w",20,1,1,25
"unidirectional",255,23,45,1,40,"009_stevens.dat","w",20,1,1,85
"standard",146,109,103,-999,3,"010_stevens.dat","m",21,1,1,25
"standard",169,101,93,-999,9,"010_stevens.dat","m",21,1,1,45
"standard",158,106,98,-999,7,"010_stevens.dat","m",21,1,1,35
"standard",219,71,65,-999,24,"010_stevens.dat","m",21,1,1,75
"standard",197,86,77,-999,14,"010_stevens.dat","m",21,1,1,65
"standard",169,101,93,-999,10,"010_stevens.dat","m",21,1,1,45
"standard",158,106,98,-999,6,"010_stevens.dat","m",21,1,1,35
"standard",255,23,45,-999,50,"010_stevens.dat","m",21,1,1,85
"standard",136,113,108,-999,0.1,"010_stevens.dat","m",21,1,1,15
"standard",219,71,65,-999,26,"010_stevens.dat","m",21,1,1,75
"standard",181,95,85,-999,13,"010_stevens.dat","m",21,1,1,55
"standard",255,23,45,-999,50,"010_stevens.dat","m",21,1,1,85
"standard",197,86,77,-999,14,"010_stevens.dat","m",21,1,1,65
"standard",197,86,77,-999,13,"010_stevens.dat","m",21,1,1,65
"standard",181,95,85,-999,11,"010_stevens.dat","m",21,1,1,55
"standard",136,113,108,-999,0.1,"010_stevens.dat","m",21,1,1,15
"standard",169,101,93,-999,9,"010_stevens.dat","m",21,1,1,45
"standard",158,106,98,-999,4,"010_stevens.dat","m",21,1,1,35
"standard",136,113,108,-999,0.1,"010_stevens.dat","m",21,1,1,15
"standard",197,86,77,-999,14,"010_stevens.dat","m",21,1,1,65
"standard",181,95,85,-999,12,"010_stevens.dat","m",21,1,1,55
"standard",169,101,93,-999,10,"010_stevens.dat","m",21,1,1,45
"standard",158,106,98,-999,6,"010_stevens.dat","m",21,1,1,35
"standard",255,23,45,-999,50,"010_stevens.dat","m",21,1,1,85
"standard",181,95,85,-999,12,"010_stevens.dat","m",21,1,1,55
"standard",136,113,108,-999,0.1,"010_stevens.dat","m",21,1,1,15
"standard",169,101,93,-999,9,"010_stevens.dat","m",21,1,1,45
"standard",255,23,45,-999,50,"010_stevens.dat","m",21,1,1,85
"standard",181,95,85,-999,12,"010_stevens.dat","m",21,1,1,55
"standard",146,109,103,-999,0.8,"010_stevens.dat","m",21,1,1,25
"standard",219,71,65,-999,21,"010_stevens.dat","m",21,1,1,75
"standard",219,71,65,-999,18,"010_stevens.dat","m",21,1,1,75
"standard",146,109,103,-999,0.3,"010_stevens.dat","m",21,1,1,25
"standard",219,71,65,-999,21,"010_stevens.dat","m",21,1,1,75
"standard",146,109,103,-999,0.3,"010_stevens.dat","m",21,1,1,25
"standard",136,113,108,-999,0.2,"010_stevens.dat","m",21,1,1,15
"standard",146,109,103,-999,1,"010_stevens.dat","m",21,1,1,25
"standard",255,23,45,-999,50,"010_stevens.dat","m",21,1,1,85
"standard",197,86,77,-999,14,"010_stevens.dat","m",21,1,1,65
