"condition","red","green","blue","redness_dichotom","redness_rating","File","gender","age","student","psycho","saturation"
"standard",158,106,98,-999,6,"010_stevens.dat","m",21,1,1,35
"unidirectional",169,101,93,0,11,"011_stevens.dat","m",21,1,1,45
"unidirectional",136,113,108,0,30,"011_stevens.dat","m",21,1,1,15
"unidirectional",255,23,45,1,40,"011_stevens.dat","m",21,1,1,85
"unidirectional",219,71,65,1,30,"011_stevens.dat","m",21,1,1,75
"unidirectional",219,71,65,1,30,"011_stevens.dat","m",21,1,1,75
"unidirectional",255,23,45,1,55,"011_stevens.dat","m",21,1,1,85
"unidirectional",146,109,103,0,12,"011_stevens.dat","m",21,1,1,25
"unidirectional",197,86,77,1,15,"011_stevens.dat","m",21,1,1,65
"unidirectional",219,71,65,1,20,"011_stevens.dat","m",21,1,1,75
"unidirectional",181,95,85,1,12,"011_stevens.dat","m",21,1,1,55
"unidirectional",158,106,98,0,12,"011_stevens.dat","m",21,1,1,35
"unidirectional",181,95,85,1,12,"011_stevens.dat","m",21,1,1,55
"unidirectional",255,23,45,1,38,"011_stevens.dat","m",21,1,1,85
"unidirectional",169,101,93,0,11,"011_stevens.dat","m",21,1,1,45
"unidirectional",181,95,85,1,12,"011_stevens.dat","m",21,1,1,55
"unidirectional",136,113,108,0,36,"011_stevens.dat","m",21,1,1,15
"unidirectional",136,113,108,0,50,"011_stevens.dat","m",21,1,1,15
"unidirectional",146,109,103,0,25,"011_stevens.dat","m",21,1,1,25
"unidirectional",219,71,65,1,25,"011_stevens.dat","m",21,1,1,75
"unidirectional",146,109,103,0,15,"011_stevens.dat","m",21,1,1,25
"unidirectional",158,106,98,0,14,"011_stevens.dat","m",21,1,1,35
"unidirectional",169,101,93,0,13,"011_stevens.dat","m",21,1,1,45
"unidirectional",197,86,77,1,23,"011_stevens.dat","m",21,1,1,65
"unidirectional",255,23,45,1,60,"011_stevens.dat","m",21,1,1,85
"unidirectional",158,106,98,0,12,"011_stevens.dat","m",21,1,1,35
"unidirectional",158,106,98,0,11,"011_stevens.dat","m",21,1,1,35
"unidirectional",197,86,77,1,24,"011_stevens.dat","m",21,1,1,65
"unidirectional",197,86,77,1,22,"011_stevens.dat","m",21,1,1,65
"unidirectional",169,101,93,0,11,"011_stevens.dat","m",21,1,1,45
"unidirectional",219,71,65,1,22,"011_stevens.dat","m",21,1,1,75
"unidirectional",158,106,98,0,14,"011_stevens.dat","m",21,1,1,35
"unidirectional",181,95,85,1,14,"011_stevens.dat","m",21,1,1,55
"unidirectional",136,113,108,0,35,"011_stevens.dat","m",21,1,1,15
"unidirectional",197,86,77,1,25,"011_stevens.dat","m",21,1,1,65
"unidirectional",136,113,108,0,70,"011_stevens.dat","m",21,1,1,15
"unidirectional",169,101,93,0,11,"011_stevens.dat","m",21,1,1,45
"unidirectional",146,109,103,0,40,"011_stevens.dat","m",21,1,1,25
"unidirectional",181,95,85,1,20,"011_stevens.dat","m",21,1,1,55
"unidirectional",146,109,103,0,11,"011_stevens.dat","m",21,1,1,25
"unidirectional",255,23,45,1,45,"011_stevens.dat","m",21,1,1,85
"unidirectional",181,95,85,1,12,"013_stevens.dat","m",21,1,0,55
"unidirectional",136,113,108,0,30,"013_stevens.dat","m",21,1,0,15
"unidirectional",181,95,85,1,15,"013_stevens.dat","m",21,1,0,55
"unidirectional",146,109,103,0,22,"013_stevens.dat","m",21,1,0,25
"unidirectional",197,86,77,1,30,"013_stevens.dat","m",21,1,0,65
"unidirectional",158,106,98,0,15,"013_stevens.dat","m",21,1,0,35
"unidirectional",169,101,93,0,11,"013_stevens.dat","m",21,1,0,45
"unidirectional",219,71,65,1,50,"013_stevens.dat","m",21,1,0,75
"unidirectional",181,95,85,1,14,"013_stevens.dat","m",21,1,0,55
"unidirectional",197,86,77,1,22,"013_stevens.dat","m",21,1,0,65
"unidirectional",197,86,77,1,21,"013_stevens.dat","m",21,1,0,65
"unidirectional",136,113,108,0,45,"013_stevens.dat","m",21,1,0,15
"unidirectional",181,95,85,1,15,"013_stevens.dat","m",21,1,0,55
"unidirectional",169,101,93,0,11,"013_stevens.dat","m",21,1,0,45
"unidirectional",169,101,93,0,11,"013_stevens.dat","m",21,1,0,45
"unidirectional",219,71,65,1,48,"013_stevens.dat","m",21,1,0,75
"unidirectional",219,71,65,1,43,"013_stevens.dat","m",21,1,0,75
"unidirectional",197,86,77,1,25,"013_stevens.dat","m",21,1,0,65
"unidirectional",158,106,98,0,17,"013_stevens.dat","m",21,1,0,35
"unidirectional",158,106,98,0,14,"013_stevens.dat","m",21,1,0,35
"unidirectional",255,23,45,1,65,"013_stevens.dat","m",21,1,0,85
"unidirectional",136,113,108,0,25,"013_stevens.dat","m",21,1,0,15
"unidirectional",255,23,45,1,65,"013_stevens.dat","m",21,1,0,85
"unidirectional",146,109,103,0,25,"013_stevens.dat","m",21,1,0,25
"unidirectional",197,86,77,1,20,"013_stevens.dat","m",21,1,0,65
"unidirectional",181,95,85,1,14,"013_stevens.dat","m",21,1,0,55
"unidirectional",146,109,103,0,17,"013_stevens.dat","m",21,1,0,25
"unidirectional",136,113,108,0,35,"013_stevens.dat","m",21,1,0,15
"unidirectional",136,113,108,0,37,"013_stevens.dat","m",21,1,0,15
"unidirectional",158,106,98,0,16,"013_stevens.dat","m",21,1,0,35
"unidirectional",169,101,93,0,11,"013_stevens.dat","m",21,1,0,45
"unidirectional",255,23,45,1,50,"013_stevens.dat","m",21,1,0,85
"unidirectional",158,106,98,0,14,"013_stevens.dat","m",21,1,0,35
"unidirectional",146,109,103,0,21,"013_stevens.dat","m",21,1,0,25
"unidirectional",255,23,45,1,55,"013_stevens.dat","m",21,1,0,85
"unidirectional",146,109,103,0,18,"013_stevens.dat","m",21,1,0,25
"unidirectional",219,71,65,1,30,"013_stevens.dat","m",21,1,0,75
"unidirectional",169,101,93,0,11,"013_stevens.dat","m",21,1,0,45
"unidirectional",255,23,45,1,58,"013_stevens.dat","m",21,1,0,85
"unidirectional",219,71,65,1,37,"013_stevens.dat","m",21,1,0,75
"standard",181,95,85,-999,11,"014_stevens.dat","w",20,1,1,55
"standard",181,95,85,-999,11,"014_stevens.dat","w",20,1,1,55
"standard",146,109,103,-999,2,"014_stevens.dat","w",20,1,1,25
"standard",219,71,65,-999,20,"014_stevens.dat","w",20,1,1,75
"standard",169,101,93,-999,9,"014_stevens.dat","w",20,1,1,45
"standard",169,101,93,-999,9,"014_stevens.dat","w",20,1,1,45
"standard",169,101,93,-999,9,"014_stevens.dat","w",20,1,1,45
"standard",136,113,108,-999,0,"014_stevens.dat","w",20,1,1,15
"standard",197,86,77,-999,14,"014_stevens.dat","w",20,1,1,65
"standard",136,113,108,-999,0,"014_stevens.dat","w",20,1,1,15
"standard",181,95,85,-999,11,"014_stevens.dat","w",20,1,1,55
"standard",219,71,65,-999,20,"014_stevens.dat","w",20,1,1,75
"standard",169,101,93,-999,10,"014_stevens.dat","w",20,1,1,45
"standard",255,23,45,-999,25,"014_stevens.dat","w",20,1,1,85
"standard",255,23,45,-999,25,"014_stevens.dat","w",20,1,1,85
"standard",136,113,108,-999,0,"014_stevens.dat","w",20,1,1,15
"standard",255,23,45,-999,25,"014_stevens.dat","w",20,1,1,85
"standard",146,109,103,-999,2,"014_stevens.dat","w",20,1,1,25
"standard",181,95,85,-999,11,"014_stevens.dat","w",20,1,1,55
"standard",197,86,77,-999,15,"014_stevens.dat","w",20,1,1,65
"standard",219,71,65,-999,17,"014_stevens.dat","w",20,1,1,75
"standard",219,71,65,-999,17,"014_stevens.dat","w",20,1,1,75
"standard",255,23,45,-999,25,"014_stevens.dat","w",20,1,1,85
"standard",146,109,103,-999,2,"014_stevens.dat","w",20,1,1,25
"standard",158,106,98,-999,3,"014_stevens.dat","w",20,1,1,35
"standard",255,23,45,-999,25,"014_stevens.dat","w",20,1,1,85
"standard",197,86,77,-999,14,"014_stevens.dat","w",20,1,1,65
"standard",146,109,103,-999,2,"014_stevens.dat","w",20,1,1,25
"standard",146,109,103,-999,3,"014_stevens.dat","w",20,1,1,25
"standard",197,86,77,-999,13,"014_stevens.dat","w",20,1,1,65
"standard",136,113,108,-999,0,"014_stevens.dat","w",20,1,1,15
"standard",158,106,98,-999,4,"014_stevens.dat","w",20,1,1,35
"standard",158,106,98,-999,4,"014_stevens.dat","w",20,1,1,35
"standard",158,106,98,-999,4,"014_stevens.dat","w",20,1,1,35
"standard",169,101,93,-999,9,"014_stevens.dat","w",20,1,1,45
"standard",219,71,65,-999,15,"014_stevens.dat","w",20,1,1,75
"standard",158,106,98,-999,3,"014_stevens.dat","w",20,1,1,35
"standard",197,86,77,-999,13,"014_stevens.dat","w",20,1,1,65
"standard",181,95,85,-999,11,"014_stevens.dat","w",20,1,1,55
"standard",136,113,108,-999,0,"014_stevens.dat","w",20,1,1,15
"unidirectional",169,101,93,0,11,"015_stevens.dat","w",20,1,0,45
"unidirectional",255,23,45,1,20,"015_stevens.dat","w",20,1,0,85
"unidirectional",181,95,85,1,12,"015_stevens.dat","w",20,1,0,55
"unidirectional",181,95,85,1,12,"015_stevens.dat","w",20,1,0,55
"unidirectional",219,71,65,1,16,"015_stevens.dat","w",20,1,0,75
"unidirectional",169,101,93,0,11,"015_stevens.dat","w",20,1,0,45
"unidirectional",136,113,108,0,11,"015_stevens.dat","w",20,1,0,15
"unidirectional",158,106,98,0,11,"015_stevens.dat","w",20,1,0,35
"unidirectional",146,109,103,0,12,"015_stevens.dat","w",20,1,0,25
"unidirectional",158,106,98,0,11,"015_stevens.dat","w",20,1,0,35
"unidirectional",197,86,77,1,12,"015_stevens.dat","w",20,1,0,65
"unidirectional",158,106,98,0,11,"015_stevens.dat","w",20,1,0,35
"unidirectional",181,95,85,1,11,"015_stevens.dat","w",20,1,0,55
"unidirectional",255,23,45,1,30,"015_stevens.dat","w",20,1,0,85
"unidirectional",169,101,93,0,11,"015_stevens.dat","w",20,1,0,45
"unidirectional",146,109,103,0,13,"015_stevens.dat","w",20,1,0,25
"unidirectional",219,71,65,1,17,"015_stevens.dat","w",20,1,0,75
"unidirectional",169,101,93,0,11,"015_stevens.dat","w",20,1,0,45
"unidirectional",158,106,98,0,12,"015_stevens.dat","w",20,1,0,35
"unidirectional",146,109,103,0,15,"015_stevens.dat","w",20,1,0,25
"unidirectional",197,86,77,1,12,"015_stevens.dat","w",20,1,0,65
"unidirectional",181,95,85,1,11,"015_stevens.dat","w",20,1,0,55
"unidirectional",158,106,98,0,11,"015_stevens.dat","w",20,1,0,35
"unidirectional",181,95,85,1,11,"015_stevens.dat","w",20,1,0,55
"unidirectional",255,23,45,1,30,"015_stevens.dat","w",20,1,0,85
"unidirectional",219,71,65,1,16,"015_stevens.dat","w",20,1,0,75
"unidirectional",255,23,45,1,27,"015_stevens.dat","w",20,1,0,85
"unidirectional",146,109,103,0,13,"015_stevens.dat","w",20,1,0,25
"unidirectional",197,86,77,1,12,"015_stevens.dat","w",20,1,0,65
"unidirectional",255,23,45,1,30,"015_stevens.dat","w",20,1,0,85
"unidirectional",136,113,108,0,15,"015_stevens.dat","w",20,1,0,15
"unidirectional",169,101,93,0,11,"015_stevens.dat","w",20,1,0,45
"unidirectional",136,113,108,0,15,"015_stevens.dat","w",20,1,0,15
"unidirectional",219,71,65,1,15,"015_stevens.dat","w",20,1,0,75
"unidirectional",197,86,77,1,12,"015_stevens.dat","w",20,1,0,65
"unidirectional",197,86,77,1,12,"015_stevens.dat","w",20,1,0,65
"unidirectional",136,113,108,0,20,"015_stevens.dat","w",20,1,0,15
"unidirectional",219,71,65,1,15,"015_stevens.dat","w",20,1,0,75
"unidirectional",136,113,108,0,20,"015_stevens.dat","w",20,1,0,15
"unidirectional",146,109,103,0,15,"015_stevens.dat","w",20,1,0,25
"standard",255,23,45,-999,30,"016_stevens.dat","m",21,1,0,85
"standard",146,109,103,-999,5,"016_stevens.dat","m",21,1,0,25
"standard",219,71,65,-999,15,"016_stevens.dat","m",21,1,0,75
"standard",158,106,98,-999,6,"016_stevens.dat","m",21,1,0,35
"standard",219,71,65,-999,16,"016_stevens.dat","m",21,1,0,75
"standard",146,109,103,-999,2,"016_stevens.dat","m",21,1,0,25
"standard",136,113,108,-999,2,"016_stevens.dat","m",21,1,0,15
"standard",136,113,108,-999,2,"016_stevens.dat","m",21,1,0,15
"standard",255,23,45,-999,29,"016_stevens.dat","m",21,1,0,85
"standard",197,86,77,-999,12,"016_stevens.dat","m",21,1,0,65
"standard",136,113,108,-999,0.5,"016_stevens.dat","m",21,1,0,15
"standard",158,106,98,-999,5,"016_stevens.dat","m",21,1,0,35
"standard",255,23,45,-999,22,"016_stevens.dat","m",21,1,0,85
"standard",219,71,65,-999,15,"016_stevens.dat","m",21,1,0,75
"standard",219,71,65,-999,14,"016_stevens.dat","m",21,1,0,75
"standard",136,113,108,-999,0.5,"016_stevens.dat","m",21,1,0,15
"standard",197,86,77,-999,11,"016_stevens.dat","m",21,1,0,65
"standard",146,109,103,-999,3,"016_stevens.dat","m",21,1,0,25
"standard",136,113,108,-999,3,"016_stevens.dat","m",21,1,0,15
"standard",158,106,98,-999,5,"016_stevens.dat","m",21,1,0,35
"standard",197,86,77,-999,13,"016_stevens.dat","m",21,1,0,65
"standard",169,101,93,-999,9.5,"016_stevens.dat","m",21,1,0,45
"standard",219,71,65,-999,17,"016_stevens.dat","m",21,1,0,75
"standard",169,101,93,-999,10,"016_stevens.dat","m",21,1,0,45
"standard",146,109,103,-999,3,"016_stevens.dat","m",21,1,0,25
"standard",158,106,98,-999,5,"016_stevens.dat","m",21,1,0,35
"standard",197,86,77,-999,16,"016_stevens.dat","m",21,1,0,65
"standard",169,101,93,-999,10,"016_stevens.dat","m",21,1,0,45
"standard",255,23,45,-999,30,"016_stevens.dat","m",21,1,0,85
"standard",255,23,45,-999,28,"016_stevens.dat","m",21,1,0,85
"standard",181,95,85,-999,11,"016_stevens.dat","m",21,1,0,55
"standard",197,86,77,-999,15,"016_stevens.dat","m",21,1,0,65
"standard",169,101,93,-999,9,"016_stevens.dat","m",21,1,0,45
"standard",169,101,93,-999,10,"016_stevens.dat","m",21,1,0,45
"standard",181,95,85,-999,11,"016_stevens.dat","m",21,1,0,55
"standard",181,95,85,-999,11,"016_stevens.dat","m",21,1,0,55
"standard",146,109,103,-999,1,"016_stevens.dat","m",21,1,0,25
"standard",181,95,85,-999,11,"016_stevens.dat","m",21,1,0,55
"standard",181,95,85,-999,11,"016_stevens.dat","m",21,1,0,55
"standard",158,106,98,-999,4.5,"016_stevens.dat","m",21,1,0,35
"standard",158,106,98,-999,7,"018_stevens.dat","w",21,1,0,35
"standard",169,101,93,-999,9,"018_stevens.dat","w",21,1,0,45
"standard",169,101,93,-999,10,"018_stevens.dat","w",21,1,0,45
"standard",197,86,77,-999,15,"018_stevens.dat","w",21,1,0,65
"standard",146,109,103,-999,3,"018_stevens.dat","w",21,1,0,25
"standard",219,71,65,-999,19,"018_stevens.dat","w",21,1,0,75
"standard",136,113,108,-999,0,"018_stevens.dat","w",21,1,0,15
"standard",158,106,98,-999,4,"018_stevens.dat","w",21,1,0,35
"standard",219,71,65,-999,20,"018_stevens.dat","w",21,1,0,75
"standard",158,106,98,-999,0,"018_stevens.dat","w",21,1,0,35
"standard",255,23,45,-999,21,"018_stevens.dat","w",21,1,0,85
"standard",181,95,85,-999,9,"018_stevens.dat","w",21,1,0,55
"standard",255,23,45,-999,30,"018_stevens.dat","w",21,1,0,85
"standard",136,113,108,-999,0,"018_stevens.dat","w",21,1,0,15
"standard",158,106,98,-999,4,"018_stevens.dat","w",21,1,0,35
"standard",136,113,108,-999,4,"018_stevens.dat","w",21,1,0,15
"standard",169,101,93,-999,0,"018_stevens.dat","w",21,1,0,45
"standard",169,101,93,-999,0,"018_stevens.dat","w",21,1,0,45
"standard",136,113,108,-999,4,"018_stevens.dat","w",21,1,0,15
"standard",181,95,85,-999,12,"018_stevens.dat","w",21,1,0,55
"standard",181,95,85,-999,12,"018_stevens.dat","w",21,1,0,55
"standard",255,23,45,-999,18,"018_stevens.dat","w",21,1,0,85
"standard",181,95,85,-999,14,"018_stevens.dat","w",21,1,0,55
"standard",219,71,65,-999,16,"018_stevens.dat","w",21,1,0,75
"standard",219,71,65,-999,16,"018_stevens.dat","w",21,1,0,75
"standard",255,23,45,-999,18,"018_stevens.dat","w",21,1,0,85
"standard",146,109,103,-999,2,"018_stevens.dat","w",21,1,0,25
"standard",146,109,103,-999,1,"018_stevens.dat","w",21,1,0,25
"standard",255,23,45,-999,20,"018_stevens.dat","w",21,1,0,85
"standard",197,86,77,-999,23,"018_stevens.dat","w",21,1,0,65
"standard",181,95,85,-999,11,"018_stevens.dat","w",21,1,0,55
"standard",197,86,77,-999,11,"018_stevens.dat","w",21,1,0,65
"standard",136,113,108,-999,2,"018_stevens.dat","w",21,1,0,15
"standard",219,71,65,-999,16,"018_stevens.dat","w",21,1,0,75
"standard",146,109,103,-999,2,"018_stevens.dat","w",21,1,0,25
"standard",146,109,103,-999,2,"018_stevens.dat","w",21,1,0,25
"standard",158,106,98,-999,2,"018_stevens.dat","w",21,1,0,35
"standard",169,101,93,-999,0,"018_stevens.dat","w",21,1,0,45
"standard",197,86,77,-999,14,"018_stevens.dat","w",21,1,0,65
"standard",197,86,77,-999,14,"018_stevens.dat","w",21,1,0,65
"unidirectional",158,106,98,0,20,"019_stevens.dat","w",19,1,0,35
"unidirectional",158,106,98,0,25,"019_stevens.dat","w",19,1,0,35
"unidirectional",181,95,85,1,15,"019_stevens.dat","w",19,1,0,55
"unidirectional",136,113,108,0,40,"019_stevens.dat","w",19,1,0,15
"unidirectional",197,86,77,1,20,"019_stevens.dat","w",19,1,0,65
"unidirectional",219,71,65,1,30,"019_stevens.dat","w",19,1,0,75
"unidirectional",158,106,98,0,20,"019_stevens.dat","w",19,1,0,35
"unidirectional",136,113,108,0,50,"019_stevens.dat","w",19,1,0,15
"unidirectional",219,71,65,1,30,"019_stevens.dat","w",19,1,0,75
"unidirectional",255,23,45,1,40,"019_stevens.dat","w",19,1,0,85
"unidirectional",255,23,45,1,40,"019_stevens.dat","w",19,1,0,85
"unidirectional",158,106,98,0,20,"019_stevens.dat","w",19,1,0,35
"unidirectional",181,95,85,1,12,"019_stevens.dat","w",19,1,0,55
"unidirectional",169,101,93,0,15,"019_stevens.dat","w",19,1,0,45
"unidirectional",181,95,85,1,15,"019_stevens.dat","w",19,1,0,55
"unidirectional",181,95,85,1,12,"019_stevens.dat","w",19,1,0,55
"unidirectional",219,71,65,1,20,"019_stevens.dat","w",19,1,0,75
"unidirectional",255,23,45,1,30,"019_stevens.dat","w",19,1,0,85
"unidirectional",169,101,93,0,12,"019_stevens.dat","w",19,1,0,45
"unidirectional",219,71,65,1,20,"019_stevens.dat","w",19,1,0,75
"unidirectional",197,86,77,1,15,"019_stevens.dat","w",19,1,0,65
"unidirectional",136,113,108,0,40,"019_stevens.dat","w",19,1,0,15
"unidirectional",146,109,103,0,50,"019_stevens.dat","w",19,1,0,25
"unidirectional",146,109,103,0,50,"019_stevens.dat","w",19,1,0,25
"unidirectional",146,109,103,0,50,"019_stevens.dat","w",19,1,0,25
"unidirectional",197,86,77,1,20,"019_stevens.dat","w",19,1,0,65
"unidirectional",146,109,103,0,40,"019_stevens.dat","w",19,1,0,25
"unidirectional",255,23,45,1,50,"019_stevens.dat","w",19,1,0,85
"unidirectional",136,113,108,0,40,"019_stevens.dat","w",19,1,0,15
"unidirectional",169,101,93,0,12,"019_stevens.dat","w",19,1,0,45
"unidirectional",197,86,77,1,15,"019_stevens.dat","w",19,1,0,65
"unidirectional",181,95,85,1,12,"019_stevens.dat","w",19,1,0,55
"unidirectional",219,71,65,1,20,"019_stevens.dat","w",19,1,0,75
"unidirectional",136,113,108,0,50,"019_stevens.dat","w",19,1,0,15
"unidirectional",197,86,77,1,15,"019_stevens.dat","w",19,1,0,65
"unidirectional",158,106,98,0,20,"019_stevens.dat","w",19,1,0,35
"unidirectional",169,101,93,0,12,"019_stevens.dat","w",19,1,0,45
"unidirectional",169,101,93,0,12,"019_stevens.dat","w",19,1,0,45
"unidirectional",255,23,45,1,50,"019_stevens.dat","w",19,1,0,85
"unidirectional",146,109,103,0,40,"019_stevens.dat","w",19,1,0,25
"unidirectional",169,101,93,1,11,"021_stevens.dat","m",19,1,0,45
"unidirectional",255,23,45,1,30,"021_stevens.dat","m",19,1,0,85
"unidirectional",219,71,65,1,20,"021_stevens.dat","m",19,1,0,75
"unidirectional",255,23,45,1,30,"021_stevens.dat","m",19,1,0,85
"unidirectional",136,113,108,0,30,"021_stevens.dat","m",19,1,0,15
"unidirectional",255,23,45,1,30,"021_stevens.dat","m",19,1,0,85
"unidirectional",219,71,65,1,20,"021_stevens.dat","m",19,1,0,75
"unidirectional",146,109,103,0,30,"021_stevens.dat","m",19,1,0,25
"unidirectional",158,106,98,0,20,"021_stevens.dat","m",19,1,0,35
"unidirectional",255,23,45,1,30,"021_stevens.dat","m",19,1,0,85
"unidirectional",197,86,77,1,20,"021_stevens.dat","m",19,1,0,65
"unidirectional",219,71,65,1,20,"021_stevens.dat","m",19,1,0,75
"unidirectional",181,95,85,1,11,"021_stevens.dat","m",19,1,0,55
"unidirectional",169,101,93,1,11,"021_stevens.dat","m",19,1,0,45
"unidirectional",197,86,77,1,17,"021_stevens.dat","m",19,1,0,65
"unidirectional",136,113,108,0,30,"021_stevens.dat","m",19,1,0,15
"unidirectional",146,109,103,0,20,"021_stevens.dat","m",19,1,0,25
"unidirectional",146,109,103,0,20,"021_stevens.dat","m",19,1,0,25
"unidirectional",136,113,108,0,30,"021_stevens.dat","m",19,1,0,15
"unidirectional",181,95,85,1,12,"021_stevens.dat","m",19,1,0,55
"unidirectional",219,71,65,1,30,"021_stevens.dat","m",19,1,0,75
"unidirectional",158,106,98,0,12,"021_stevens.dat","m",19,1,0,35
"unidirectional",181,95,85,1,11,"021_stevens.dat","m",19,1,0,55
"unidirectional",197,86,77,1,20,"021_stevens.dat","m",19,1,0,65
"unidirectional",136,113,108,0,30,"021_stevens.dat","m",19,1,0,15
"unidirectional",181,95,85,1,11,"021_stevens.dat","m",19,1,0,55
"unidirectional",169,101,93,0,12,"021_stevens.dat","m",19,1,0,45
"unidirectional",158,106,98,0,14,"021_stevens.dat","m",19,1,0,35
"unidirectional",146,109,103,0,20,"021_stevens.dat","m",19,1,0,25
"unidirectional",219,71,65,1,27,"021_stevens.dat","m",19,1,0,75
"unidirectional",169,101,93,0,11,"021_stevens.dat","m",19,1,0,45
"unidirectional",158,106,98,0,15,"021_stevens.dat","m",19,1,0,35
"unidirectional",197,86,77,1,15,"021_stevens.dat","m",19,1,0,65
"unidirectional",255,23,45,1,30,"021_stevens.dat","m",19,1,0,85
"unidirectional",181,95,85,1,12,"021_stevens.dat","m",19,1,0,55
"unidirectional",158,106,98,0,12,"021_stevens.dat","m",19,1,0,35
"unidirectional",136,113,108,0,30,"021_stevens.dat","m",19,1,0,15
"unidirectional",197,86,77,1,15,"021_stevens.dat","m",19,1,0,65
"unidirectional",146,109,103,0,20,"021_stevens.dat","m",19,1,0,25
"unidirectional",169,101,93,1,11,"021_stevens.dat","m",19,1,0,45
"standard",219,71,65,-999,15,"022_stevens.dat","m",22,1,0,75
"standard",146,109,103,-999,3,"022_stevens.dat","m",22,1,0,25
"standard",169,101,93,-999,7,"022_stevens.dat","m",22,1,0,45
"standard",146,109,103,-999,2,"022_stevens.dat","m",22,1,0,25
"standard",146,109,103,-999,2,"022_stevens.dat","m",22,1,0,25
"standard",219,71,65,-999,12,"022_stevens.dat","m",22,1,0,75
"standard",255,23,45,-999,20,"022_stevens.dat","m",22,1,0,85
"standard",255,23,45,-999,21,"022_stevens.dat","m",22,1,0,85
"standard",181,95,85,-999,12,"022_stevens.dat","m",22,1,0,55
"standard",136,113,108,-999,1,"022_stevens.dat","m",22,1,0,15
"standard",197,86,77,-999,14,"022_stevens.dat","m",22,1,0,65
"standard",158,106,98,-999,8,"022_stevens.dat","m",22,1,0,35
"standard",158,106,98,-999,7,"022_stevens.dat","m",22,1,0,35
"standard",197,86,77,-999,12,"022_stevens.dat","m",22,1,0,65
"standard",197,86,77,-999,12,"022_stevens.dat","m",22,1,0,65
"standard",197,86,77,-999,12,"022_stevens.dat","m",22,1,0,65
"standard",136,113,108,-999,0,"022_stevens.dat","m",22,1,0,15
"standard",219,71,65,-999,15,"022_stevens.dat","m",22,1,0,75
"standard",158,106,98,-999,7,"022_stevens.dat","m",22,1,0,35
"standard",146,109,103,-999,2,"022_stevens.dat","m",22,1,0,25
"standard",255,23,45,-999,20,"022_stevens.dat","m",22,1,0,85
"standard",169,101,93,-999,10,"022_stevens.dat","m",22,1,0,45
"standard",158,106,98,-999,9,"022_stevens.dat","m",22,1,0,35
"standard",158,106,98,-999,9,"022_stevens.dat","m",22,1,0,35
"standard",136,113,108,-999,1,"022_stevens.dat","m",22,1,0,15
"standard",197,86,77,-999,11,"022_stevens.dat","m",22,1,0,65
"standard",255,23,45,-999,20,"022_stevens.dat","m",22,1,0,85
"standard",169,101,93,-999,10,"022_stevens.dat","m",22,1,0,45
"standard",136,113,108,-999,2,"022_stevens.dat","m",22,1,0,15
"standard",181,95,85,-999,13,"022_stevens.dat","m",22,1,0,55
"standard",169,101,93,-999,10,"022_stevens.dat","m",22,1,0,45
"standard",136,113,108,-999,2,"022_stevens.dat","m",22,1,0,15
"standard",146,109,103,-999,3,"022_stevens.dat","m",22,1,0,25
"standard",181,95,85,-999,4,"022_stevens.dat","m",22,1,0,55
"standard",181,95,85,-999,13,"022_stevens.dat","m",22,1,0,55
"standard",181,95,85,-999,13,"022_stevens.dat","m",22,1,0,55
"standard",255,23,45,-999,20,"022_stevens.dat","m",22,1,0,85
"standard",169,101,93,-999,10,"022_stevens.dat","m",22,1,0,45
